0	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	Chrom	Start	End	X4.8851361.8851762	.	..1	X8851361.1	X8851762.1	X0	X1	X401	X8851353	cluster_1	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName
ENSMUSG00000027651	1526.276461	0.376281062	0.131131951	0.001686391	0.009377129	Rprd1b	chr2	158059819	158060220	2:158059819-158060220	.	.	158059819	158060220	0	1	401	158059818	cluster_2	Intron (ENSMUST00000103123/ENSMUSG00000027651, intron 6 of 6)	2	158047959	158070510	22552	1	ENSMUST00000135603	11861	ENSMUSG00000027651
ENSMUSG00000027661	131.9115225	0.155166316	0.188277263	0.316216938	0.498577743	Slc2a10	chr2	165543332	165543733	2:165543332-165543733	.	.	165543332	165543733	0	1	401	165543331	cluster_2	Distal Intergenic	2	165508781	165514777	5997	1	ENSMUST00000148463	34552	ENSMUSG00000027661
ENSMUSG00000027663	4509.50157	0.676743593	0.18512244	3.65792E-05	0.000371281	Zmat3	chr3	32236948	32237349	3:32236948-32237349	.	.	32236948	32237349	0	1	401	32236945	cluster_1	Distal Intergenic	3	32361072	32365460	4389	2	ENSMUST00000139660	128111	ENSMUSG00000027663
ENSMUSG00000027663	4509.50157	0.676743593	0.18512244	3.65792E-05	0.000371281	Zmat3	chr3	32347866	32348267	3:32347866-32348267	.	.	32347866	32348267	0	1	401	32347863	cluster_1	Intron (ENSMUST00000168566/ENSMUSG00000027663, intron 2 of 6)	3	32361072	32365460	4389	2	ENSMUST00000139660	17193	ENSMUSG00000027663
ENSMUSG00000027684	67.76694035	-0.64870552	0.58387597	0.01355525	0.050056437	Mecom	chr3	29986953	29987354	3:29986953-29987354	.	.	29986953	29987354	0	1	401	29986951	cluster_3	Exon (ENSMUST00000172694/ENSMUSG00000027684, exon 11 of 15)	3	29952716	29997663	44948	2	ENSMUST00000174413	10309	ENSMUSG00000027684
ENSMUSG00000027684	67.76694035	-0.64870552	0.58387597	0.01355525	0.050056437	Mecom	chr3	30468014	30468415	3:30468014-30468415	.	.	30468014	30468415	0	1	401	30468011	cluster_3	Intron (ENSMUST00000173495/ENSMUSG00000027684, intron 1 of 15)	3	30236569	30509487	272919	2	ENSMUST00000173022	41072	ENSMUSG00000027684
ENSMUSG00000027695	382.33264	-0.053864028	0.142146641	0.669966315	0.800516751	Pld1	chr3	27981577	27981978	3:27981577-27981978	.	.	27981577	27981978	0	1	401	27981575	cluster_1	Promoter (2-3kb)	3	27984173	28132050	147878	1	ENSMUST00000123539	-2195	ENSMUSG00000027695
ENSMUSG00000027714	1979.368819	0.236741303	0.104568118	0.016633195	0.058456029	Exosc9	chr3	36551794	36552195	3:36551794-36552195	.	.	36551794	36552195	0	1	401	36551791	cluster_3	Promoter (<=1kb)	3	36552606	36563271	10666	1	ENSMUST00000155866	-411	ENSMUSG00000027714
ENSMUSG00000027722	574.2580935	0.089402178	0.183162248	0.543018211	0.702302627	Spata5	chr3	37530542	37530943	3:37530542-37530943	.	.	37530542	37530943	0	1	401	37530539	cluster_1	Promoter (2-3kb)	3	37528242	37579096	50855	1	ENSMUST00000132958	2301	ENSMUSG00000027722
ENSMUSG00000027737	306.5562525	-0.185164345	0.22848722	0.274195456	0.454163586	Slc7a11	chr3	50279843	50280244	3:50279843-50280244	.	.	50279843	50280244	0	1	401	50279838	cluster_3	Distal Intergenic	3	50364936	50443613	78678	2	ENSMUST00000029297	163369	ENSMUSG00000027737
ENSMUSG00000027742	1641.603926	-0.266229715	0.075418239	0.000277163	0.002049245	Cog6	chr3	52879713	52880114	3:52879713-52880114	.	.	52879713	52880114	0	1	401	52879708	cluster_3	Distal Intergenic	3	52982123	53017223	35101	2	ENSMUST00000036665	137109	ENSMUSG00000027742
ENSMUSG00000027746	3865.692257	0.04959149	0.071625403	0.496780384	0.663412358	Ufm1	chr3	53919897	53920298	3:53919897-53920298	.	.	53919897	53920298	0	1	401	53919892	cluster_3	Distal Intergenic	3	53855212	53863830	8619	2	ENSMUST00000146598	-56068	ENSMUSG00000027746
ENSMUSG00000027776	1.352056833	-0.031738826	0.325491477	0.591104058	0	Il12a	chr3	68676790	68677191	3:68676790-68677191	.	.	68676790	68677191	0	1	401	68676784	cluster_3	Distal Intergenic	3	68690644	68698547	7904	1	ENSMUST00000029345	-13453	ENSMUSG00000027776
ENSMUSG00000027777	806.1722712	-0.569254359	0.114240359	1.55463E-07	3.07788E-06	Schip1	chr3	68250588	68250989	3:68250588-68250989	.	.	68250588	68250989	0	1	401	68250582	cluster_1	Intron (ENSMUST00000029346/ENSMUSG00000027777, intron 1 of 7)	3	68064942	68626463	561522	1	ENSMUST00000169909	185647	ENSMUSG00000027777
ENSMUSG00000027777	806.1722712	-0.569254359	0.114240359	1.55463E-07	3.07788E-06	Schip1	chr3	68570239	68570640	3:68570239-68570640	.	.	68570239	68570640	0	1	401	68570233	cluster_1	Promoter (1-2kb)	3	68572368	68626482	54115	1	ENSMUST00000170788	-1728	ENSMUSG00000027777
ENSMUSG00000027790	16.42767977	-0.106832283	0.305418284	0.450146198	0.624383395	Sis	chr3	72953679	72954080	3:72953679-72954080	.	.	72953679	72954080	0	1	401	72953672	cluster_3	Intron (ENSMUST00000167334/ENSMUSG00000027790, intron 7 of 47)	3	72888560	72966866	78307	2	ENSMUST00000094190	12786	ENSMUSG00000027790
ENSMUSG00000027793	85.0739411	-0.244039314	0.274926095	0.177938882	0.339129984	Ccna1	chr3	55049492	55049893	3:55049492-55049893	.	.	55049492	55049893	0	1	401	55049487	cluster_3	Exon (ENSMUST00000029368/ENSMUSG00000027793, exon 5 of 9)	3	55045469	55055055	9587	2	ENSMUST00000029368	5162	ENSMUSG00000027793
ENSMUSG00000027820	1280.932663	-0.10032349	0.226600282	0.535517862	0.696341894	Mme	chr3	63387576	63387977	3:63387576-63387977	.	.	63387576	63387977	0	1	401	63387570	cluster_3	Distal Intergenic	3	63295872	63382231	86360	1	ENSMUST00000029400	91705	ENSMUSG00000027820
ENSMUSG00000027827	429.7919309	-0.988135207	0.123344123	1.19885E-16	1.46094E-14	Kcnab1	chr3	65116946	65117347	3:65116946-65117347	.	.	65116946	65117347	0	1	401	65116940	cluster_3	Intron (ENSMUST00000159525/ENSMUSG00000027827, intron 1 of 12)	3	65109384	65378219	268836	1	ENSMUST00000049230	7563	ENSMUSG00000027827
ENSMUSG00000027829	1372.544086	-0.153533069	0.122031339	0.167303648	0.324828246	Ccnl1	chr3	65992726	65993127	3:65992726-65993127	.	.	65992726	65993127	0	1	401	65992720	cluster_1	Distal Intergenic	3	65946151	65958249	12099	2	ENSMUST00000029416	-34478	ENSMUSG00000027829
ENSMUSG00000027831	85.78024305	-0.109108949	0.200170128	0.492756412	0.659955605	Veph1	chr3	66122748	66123149	3:66122748-66123149	.	.	66122748	66123149	0	1	401	66122742	cluster_1	Intron (ENSMUST00000029419/ENSMUSG00000027831, intron 10 of 13)	3	66054826	66136438	81613	2	ENSMUST00000107837	13289	ENSMUSG00000027831
ENSMUSG00000027864	6230.518606	0.201602193	0.098857895	0.029541286	0.091486631	Ptgfrn	chr3	101079684	101080085	3:101079684-101080085	.	.	101079684	101080085	0	1	401	101079683	cluster_3	Intron (ENSMUST00000102694/ENSMUSG00000027864, intron 2 of 8)	3	101040232	101110278	70047	2	ENSMUST00000102694	30193	ENSMUSG00000027864
ENSMUSG00000027864	6230.518606	0.201602193	0.098857895	0.029541286	0.091486631	Ptgfrn	chr3	101095797	101096198	3:101095797-101096198	.	.	101095797	101096198	0	1	401	101095796	cluster_2	Intron (ENSMUST00000102694/ENSMUSG00000027864, intron 1 of 8)	3	101040232	101110278	70047	2	ENSMUST00000102694	14080	ENSMUSG00000027864
ENSMUSG00000027864	6230.518606	0.201602193	0.098857895	0.029541286	0.091486631	Ptgfrn	chr3	101116454	101116855	3:101116454-101116855	.	.	101116454	101116855	0	1	401	101116453	cluster_3	Distal Intergenic	3	101040232	101110278	70047	2	ENSMUST00000102694	-6177	ENSMUSG00000027864
ENSMUSG00000027933	3794.480781	-0.298684183	0.076333176	5.07058E-05	0.000489608	Ints3	chr3	90420665	90421066	3:90420665-90421066	.	.	90420665	90421066	0	1	401	90420656	cluster_1	Intron (ENSMUST00000029542/ENSMUSG00000027933, intron 3 of 29)	3	90391380	90433636	42257	2	ENSMUST00000029542	12570	ENSMUSG00000027933
ENSMUSG00000027955	495.4702035	-0.421273113	0.210897568	0.013207528	0.049113067	Fam198b	chr3	79976823	79977224	3:79976823-79977224	.	.	79976823	79977224	0	1	401	79976816	cluster_3	Distal Intergenic	3	79885930	79946278	60349	1	ENSMUST00000029567	90894	ENSMUSG00000027955
ENSMUSG00000027955	495.4702035	-0.421273113	0.210897568	0.013207528	0.049113067	Fam198b	chr3	80004954	80005355	3:80004954-80005355	.	.	80004954	80005355	0	1	401	80004946	cluster_3	Distal Intergenic	3	79885930	79946278	60349	1	ENSMUST00000029567	119025	ENSMUSG00000027955
ENSMUSG00000027971	90.63827943	-2.392283099	0.397397525	6.30638E-11	2.72589E-09	Ndst4	chr3	125237374	125237775	3:125237374-125237775	.	.	125237374	125237775	0	1	401	125237373	cluster_3	Distal Intergenic	3	125404091	125724986	320896	1	ENSMUST00000143461	-166316	ENSMUSG00000027971
ENSMUSG00000027971	90.63827943	-2.392283099	0.397397525	6.30638E-11	2.72589E-09	Ndst4	chr3	125488340	125488741	3:125488340-125488741	.	.	125488340	125488741	0	1	401	125488339	cluster_3	Intron (ENSMUST00000143461/ENSMUSG00000027971, intron 2 of 13)	3	125404292	125612408	208117	1	ENSMUST00000144344	84049	ENSMUSG00000027971
ENSMUSG00000027983	493.1357227	0.146894025	0.120142824	0.188298244	0.352414777	Cyp2u1	chr3	131310941	131311342	3:131310941-131311342	.	.	131310941	131311342	0	1	401	131310940	cluster_3	Distal Intergenic	3	131290491	131303227	12737	2	ENSMUST00000106337	-7715	ENSMUSG00000027983
ENSMUSG00000027985	112.8625311	-0.688395895	0.243490488	0.000677691	0.004400964	Lef1	chr3	131154496	131154897	3:131154496-131154897	.	.	131154496	131154897	0	1	401	131154495	cluster_3	Intron (ENSMUST00000029611/ENSMUSG00000027985, intron 3 of 11)	3	131112806	131188082	75277	1	ENSMUST00000132737	41691	ENSMUSG00000027985
ENSMUSG00000027993	12630.2287	-0.082680324	0.12351053	0.508346084	0.67316404	Trim2	chr3	84205649	84206050	3:84205649-84206050	.	.	84205649	84206050	0	1	401	84205641	cluster_3	Intron (ENSMUST00000107692/ENSMUSG00000027993, intron 3 of 11)	3	84163337	84212838	49502	2	ENSMUST00000065380	6788	ENSMUSG00000027993
ENSMUSG00000027993	12630.2287	-0.082680324	0.12351053	0.508346084	0.67316404	Trim2	chr3	84245795	84246196	3:84245795-84246196	.	.	84245795	84246196	0	1	401	84245787	cluster_1	Intron (ENSMUST00000107692/ENSMUSG00000027993, intron 1 of 11)	3	84193359	84259369	66011	2	ENSMUST00000147901	13173	ENSMUSG00000027993
ENSMUSG00000028001	2.469450575	-0.093318578	0.339800888	0.180651523	0	Fga	chr3	83026632	83027033	3:83026632-83027033	.	.	83026632	83027033	0	1	401	83026624	cluster_3	Promoter (<=1kb)	3	83026153	83033615	7463	1	ENSMUST00000166581	480	ENSMUSG00000028001
ENSMUSG00000028004	117.4348893	-1.603465828	0.581129285	8.56126E-05	0.000763605	Npy2r	chr3	82539947	82540348	3:82539947-82540348	.	.	82539947	82540348	0	1	401	82539939	cluster_3	3' UTR	3	82538383	82548085	9703	2	ENSMUST00000098997	7737	ENSMUSG00000028004
ENSMUSG00000028009	6.672771599	-0.084517279	0.317574306	0.463918861	0.635555644	RP24-341P14.1	chr3	117092609	117093010	3:117092609-117093010	.	.	117092609	117093010	0	1	401	117092608	cluster_3	Distal Intergenic	3	117060522	117077765	17244	2	ENSMUST00000029642	-14845	ENSMUSG00000028009
ENSMUSG00000028009	6.672771599	-0.084517279	0.317574306	0.463918861	0.635555644	RP24-341P14.1	chr3	117169718	117170119	3:117169718-117170119	.	.	117169718	117170119	0	1	401	117169717	cluster_1	Distal Intergenic	3	117060522	117077765	17244	2	ENSMUST00000029642	-91954	ENSMUSG00000028009
ENSMUSG00000028015	1852.661255	-0.302684746	0.180378736	0.04710693	0.130127829	Ctso	chr3	81943133	81943534	3:81943133-81943534	.	.	81943133	81943534	0	1	401	81943125	cluster_3	Intron (ENSMUST00000029649/ENSMUSG00000028015, intron 3 of 7)	3	81950937	81954300	3364	1	ENSMUST00000155144	-7403	ENSMUSG00000028015
ENSMUSG00000028020	2754.512958	-0.634776076	0.173465818	4.69005E-05	0.000458777	Glrb	chr3	80960094	80960495	3:80960094-80960495	.	.	80960094	80960495	0	1	401	80960086	cluster_1	Distal Intergenic	3	80843599	80913660	70062	2	ENSMUST00000029654	-46435	ENSMUSG00000028020
ENSMUSG00000028040	409.4397226	0.173219925	0.139033271	0.168494289	0.326419361	Efna4	chr3	89336898	89337299	3:89336898-89337299	.	.	89336898	89337299	0	1	401	89336890	cluster_3	Promoter (<=1kb)	3	89333390	89338028	4639	2	ENSMUST00000029674	729	ENSMUSG00000028040
ENSMUSG00000028081	12233.15843	-0.000271822	0.085091209	0.995987932	0.997664763	Rps3a1	chr3	86165226	86165627	3:86165226-86165627	.	.	86165226	86165627	0	1	401	86165218	cluster_3	Distal Intergenic	3	86137940	86142702	4763	2	ENSMUST00000029722	-22525	ENSMUSG00000028081
ENSMUSG00000028086	2853.960487	-0.591404792	0.114245856	3.87055E-08	8.86719E-07	Fbxw7	chr3	84938052	84938453	3:84938052-84938453	.	.	84938052	84938453	0	1	401	84938044	cluster_3	Intron (ENSMUST00000107679/ENSMUSG00000028086, intron 4 of 13)	3	84925480	84979197	53718	1	ENSMUST00000107675	12573	ENSMUSG00000028086
ENSMUSG00000028114	1065.599218	-0.181187251	0.096176977	0.047874912	0.131960976	Mettl14	chr3	123348405	123348806	3:123348405-123348806	.	.	123348405	123348806	0	1	401	123348404	cluster_1	Intron (ENSMUST00000047923/ENSMUSG00000039234, intron 13 of 22)	3	123369500	123374831	5332	2	ENSMUST00000174006	26025	ENSMUSG00000028114
ENSMUSG00000028132	838.488314	0.156313789	0.115816954	0.146493091	0.295130838	Tmem56	chr3	121272465	121272866	3:121272465-121272866	.	.	121272465	121272866	0	1	401	121272464	cluster_3	Intron (ENSMUST00000135818/ENSMUSG00000028132, intron 2 of 10)	3	121202008	121263340	61333	2	ENSMUST00000029777	-9126	ENSMUSG00000028132
ENSMUSG00000028133	281.2144944	-0.013233877	0.150515677	0.919667084	0.956186892	Rwdd3	chr3	120897306	120897707	3:120897306-120897707	.	.	120897306	120897707	0	1	401	120897305	cluster_1	Distal Intergenic	3	121155400	121156820	1421	2	ENSMUST00000164968	259113	ENSMUSG00000028133
ENSMUSG00000028133	281.2144944	-0.013233877	0.150515677	0.919667084	0.956186892	Rwdd3	chr3	120917991	120918392	3:120917991-120918392	.	.	120917991	120918392	0	1	401	120917990	cluster_1	Distal Intergenic	3	121155400	121156820	1421	2	ENSMUST00000164968	238428	ENSMUSG00000028133
ENSMUSG00000028133	281.2144944	-0.013233877	0.150515677	0.919667084	0.956186892	Rwdd3	chr3	121116836	121117237	3:121116836-121117237	.	.	121116836	121117237	0	1	401	121116835	cluster_3	Distal Intergenic	3	121155400	121156820	1421	2	ENSMUST00000164968	39583	ENSMUSG00000028133
ENSMUSG00000028152	4253.968803	0.350411945	0.069442545	1.85585E-07	3.60288E-06	Tspan5	chr3	138712750	138713151	3:138712750-138713151	.	.	138712750	138713151	0	1	401	138712749	cluster_1	Distal Intergenic	3	138742195	138904433	162239	1	ENSMUST00000029800	-29044	ENSMUSG00000028152
ENSMUSG00000028152	4253.968803	0.350411945	0.069442545	1.85585E-07	3.60288E-06	Tspan5	chr3	138771044	138771445	3:138771044-138771445	.	.	138771044	138771445	0	1	401	138771043	cluster_3	Intron (ENSMUST00000029800/ENSMUSG00000028152, intron 1 of 7)	3	138778206	138902494	124289	1	ENSMUST00000142001	-6761	ENSMUSG00000028152
ENSMUSG00000028152	4253.968803	0.350411945	0.069442545	1.85585E-07	3.60288E-06	Tspan5	chr3	138849932	138850333	3:138849932-138850333	.	.	138849932	138850333	0	1	401	138849931	cluster_1	Intron (ENSMUST00000029800/ENSMUSG00000028152, intron 1 of 7)	3	138860493	138902657	42165	1	ENSMUST00000121826	-10160	ENSMUSG00000028152
ENSMUSG00000028172	1359.471884	-5.548752997	0.367603282	2.64776E-55	1.07123E-51	Tacr3	chr3	134735669	134736070	3:134735669-134736070	.	.	134735669	134736070	0	1	401	134735668	cluster_3	Distal Intergenic	3	134829007	134934581	105575	1	ENSMUST00000029822	-92937	ENSMUSG00000028172
ENSMUSG00000028173	11596.57582	0.001573642	0.119376479	0.994376356	0.996642685	Wls	chr3	159733197	159733598	3:159733197-159733598	.	.	159733197	159733598	0	1	401	159733196	cluster_1	Distal Intergenic	3	159839737	159935833	96097	1	ENSMUST00000068952	-106139	ENSMUSG00000028173
ENSMUSG00000028175	60.98956383	-0.02940514	0.252118268	0.855304249	0.920768086	Depdc1a	chr3	159470753	159471154	3:159470753-159471154	.	.	159470753	159471154	0	1	401	159470752	cluster_3	Distal Intergenic	3	159495433	159529955	34523	1	ENSMUST00000120272	-24279	ENSMUSG00000028175
ENSMUSG00000028182	52.57869339	0.288008596	0.282173687	0.126711463	0.267116108	Lrriq3	chr3	155419535	155419936	3:155419535-155419936	.	.	155419535	155419936	0	1	401	155419534	cluster_1	Distal Intergenic	3	155093434	155194278	100845	1	ENSMUST00000029833	326102	ENSMUSG00000028182
ENSMUSG00000028194	14862.2029	0.07234803	0.158338775	0.612785968	0.756871861	Ddah1	chr3	145731022	145731423	3:145731022-145731423	.	.	145731022	145731423	0	1	401	145731021	cluster_1	Distal Intergenic	3	145758675	145894277	135603	1	ENSMUST00000029845	-27252	ENSMUSG00000028194
ENSMUSG00000028194	14862.2029	0.07234803	0.158338775	0.612785968	0.756871861	Ddah1	chr3	145743013	145743414	3:145743013-145743414	.	.	145743013	145743414	0	1	401	145743012	cluster_1	Distal Intergenic	3	145758675	145894277	135603	1	ENSMUST00000029845	-15261	ENSMUSG00000028194
ENSMUSG00000028197	22.72754431	0.359866434	0.639611222	0.004351647	0.020273946	Col24a1	chr3	145219397	145219798	3:145219397-145219798	.	.	145219397	145219798	0	1	401	145219396	cluster_1	Distal Intergenic	3	145292472	145552011	259540	1	ENSMUST00000029848	-72674	ENSMUSG00000028197
ENSMUSG00000028214	722.6014662	-0.041814615	0.186009498	0.780762015	0.874534968	Gem	chr4	11719943	11720344	4:11719943-11720344	.	.	11719943	11720344	0	1	401	11719942	cluster_1	Distal Intergenic	4	11705807	11714752	8946	1	ENSMUST00000029868	14137	ENSMUSG00000028214
ENSMUSG00000028273	7341.181503	-0.451318292	0.12549207	0.000107799	0.000930522	Pdlim5	chr3	142345717	142346118	3:142345717-142346118	.	.	142345717	142346118	0	1	401	142345716	cluster_1	Intron (ENSMUST00000029941/ENSMUSG00000028273, intron 3 of 12)	3	142302080	142391850	89771	2	ENSMUST00000170361	45732	ENSMUSG00000028273
ENSMUSG00000028292	1179.331286	0.143567648	0.089335985	0.093120248	0.21503715	Rars2	chr4	34642174	34642575	4:34642174-34642575	.	.	34642174	34642575	0	1	401	34642171	cluster_1	Intron (ENSMUST00000029968/ENSMUSG00000028292, intron 8 of 19)	4	34647712	34656177	8466	1	ENSMUST00000141519	-5137	ENSMUSG00000028292
ENSMUSG00000028347	5836.225576	0.168696855	0.151763876	0.201896124	0.369239373	Tmeff1	chr4	48629506	48629907	4:48629506-48629907	.	.	48629506	48629907	0	1	401	48629502	cluster_2	Intron (ENSMUST00000030032/ENSMUSG00000028347, intron 5 of 9)	4	48636934	48660239	23306	1	ENSMUST00000141720	-7027	ENSMUSG00000028347
ENSMUSG00000028354	1832.306484	-0.228987741	0.072037299	0.001366787	0.007882444	Fmn2	chr1	174530556	174530957	1:174530556-174530957	.	.	174530556	174530957	0	1	401	174530555	cluster_1	Intron (ENSMUST00000030039/ENSMUSG00000028354, intron 1 of 17)	1	174501825	174822717	320893	1	ENSMUST00000030039	28732	ENSMUSG00000028354
ENSMUSG00000028360	1524.254786	0.616612901	0.103947921	6.63787E-10	2.29927E-08	Slc44a5	chr3	154200419	154200820	3:154200419-154200820	.	.	154200419	154200820	0	1	401	154200418	cluster_3	Intron (ENSMUST00000089948/ENSMUSG00000028360, intron 2 of 21)	3	154222482	154225525	3044	1	ENSMUST00000128362	-21662	ENSMUSG00000028360
ENSMUSG00000028381	2962.592979	-0.593606065	0.106485426	6.1876E-09	1.72647E-07	Ugcg	chr4	59231261	59231662	4:59231261-59231662	.	.	59231261	59231662	0	1	401	59231256	cluster_1	Distal Intergenic	4	59212656	59214293	1638	1	ENSMUST00000155153	18606	ENSMUSG00000028381
ENSMUSG00000028399	6201.201154	-0.460825249	0.170523477	0.001971648	0.010644375	Ptprd	chr4	76438939	76439340	4:76438939-76439340	.	.	76438939	76439340	0	1	401	76438932	cluster_1	Intron (ENSMUST00000107289/ENSMUSG00000028399, intron 1 of 35)	4	75941238	76449980	508743	2	ENSMUST00000107289	10640	ENSMUSG00000028399
ENSMUSG00000028399	6201.201154	-0.460825249	0.170523477	0.001971648	0.010644375	Ptprd	chr4	76460614	76461015	4:76460614-76461015	.	.	76460614	76461015	0	1	401	76460607	cluster_2	Intron (ENSMUST00000173376/ENSMUSG00000028399, intron 1 of 30)	4	75941238	76449980	508743	2	ENSMUST00000107289	-10635	ENSMUSG00000028399
ENSMUSG00000028399	6201.201154	-0.460825249	0.170523477	0.001971648	0.010644375	Ptprd	chr4	77710157	77710558	4:77710157-77710558	.	.	77710157	77710558	0	1	401	77710150	cluster_1	Intron (ENSMUST00000107287/ENSMUSG00000028399, intron 2 of 14)	4	76593551	78211739	1618189	2	ENSMUST00000138955	501181	ENSMUSG00000028399
ENSMUSG00000028399	6201.201154	-0.460825249	0.170523477	0.001971648	0.010644375	Ptprd	chr4	78110667	78111068	4:78110667-78111068	.	.	78110667	78111068	0	1	401	78110660	cluster_1	Intron (ENSMUST00000107287/ENSMUSG00000028399, intron 1 of 14)	4	76593551	78211739	1618189	2	ENSMUST00000138955	100671	ENSMUSG00000028399
ENSMUSG00000028402	2721.074972	-0.026268092	0.100196328	0.819105894	0.89855918	Mpdz	chr4	81116405	81116806	4:81116405-81116806	.	.	81116405	81116806	0	1	401	81116397	cluster_1	Distal Intergenic	4	81282990	81284699	1710	2	ENSMUST00000156441	167893	ENSMUSG00000028402
ENSMUSG00000028402	2721.074972	-0.026268092	0.100196328	0.819105894	0.89855918	Mpdz	chr4	81193895	81194296	4:81193895-81194296	.	.	81193895	81194296	0	1	401	81193887	cluster_3	Distal Intergenic	4	81282990	81284699	1710	2	ENSMUST00000156441	90403	ENSMUSG00000028402
ENSMUSG00000028413	1490.895221	-0.217051267	0.115478077	0.044340774	0.124596405	B4galt1	chr4	40875914	40876315	4:40875914-40876315	.	.	40875914	40876315	0	1	401	40875910	cluster_1	Distal Intergenic	4	40809154	40854005	44852	2	ENSMUST00000108096	-21910	ENSMUSG00000028413
ENSMUSG00000028433	4303.682258	-0.013284689	0.122124302	0.889736892	0.939868804	Ubap2	chr4	41196854	41197255	4:41196854-41197255	.	.	41196854	41197255	0	1	401	41196850	cluster_2	Promoter (1-2kb)	4	41195193	41195765	573	2	ENSMUST00000136057	-1090	ENSMUSG00000028433
ENSMUSG00000028434	825.8940506	0.253046786	0.139067231	0.043612512	0.123217529	Epb41l4b	chr4	57046044	57046445	4:57046044-57046445	.	.	57046044	57046445	0	1	401	57046039	cluster_3	Intron (ENSMUST00000095076/ENSMUSG00000028434, intron 15 of 25)	4	56995678	57027676	31999	2	ENSMUST00000044022	-18369	ENSMUSG00000028434
ENSMUSG00000028437	2008.631873	-0.444911255	0.115640584	4.23112E-05	0.000420596	Ubap1	chr4	41351928	41352329	4:41351928-41352329	.	.	41351928	41352329	0	1	401	41351924	cluster_3	Promoter (2-3kb)	4	41349048	41371285	22238	1	ENSMUST00000136705	2881	ENSMUSG00000028437
ENSMUSG00000028444	2339.492166	-0.335683379	0.139114666	0.008509032	0.034745501	Cntfr	chr4	41681201	41681602	4:41681201-41681602	.	.	41681201	41681602	0	1	401	41681197	cluster_1	Intron (ENSMUST00000102961/ENSMUSG00000028444, intron 2 of 9)	4	41657498	41695442	37945	2	ENSMUST00000102961	13840	ENSMUSG00000028444
ENSMUSG00000028496	2647.061258	-0.013089492	0.112853121	0.921375613	0.95724448	Mllt3	chr4	87728618	87729019	4:87728618-87729019	.	.	87728618	87729019	0	1	401	87728610	cluster_3	Distal Intergenic	4	87773953	87806294	32342	2	ENSMUST00000148059	77275	ENSMUSG00000028496
ENSMUSG00000028496	2647.061258	-0.013089492	0.112853121	0.921375613	0.95724448	Mllt3	chr4	87928927	87929328	4:87928927-87929328	.	.	87928927	87929328	0	1	401	87928919	cluster_1	Intron (ENSMUST00000078090/ENSMUSG00000028496, intron 2 of 10)	4	87832781	87874542	41762	2	ENSMUST00000134555	-54386	ENSMUSG00000028496
ENSMUSG00000028514	5313.006731	-0.152223416	0.152301423	0.254898488	0.432803572	Usp24	chr4	106330280	106330681	4:106330280-106330681	.	.	106330280	106330681	0	1	401	106330279	cluster_1	Intron (ENSMUST00000165709/ENSMUSG00000028514, intron 1 of 67)	4	106316234	106441322	125089	1	ENSMUST00000094933	14047	ENSMUSG00000028514
ENSMUSG00000028514	5313.006731	-0.152223416	0.152301423	0.254898488	0.432803572	Usp24	chr4	106419804	106420205	4:106419804-106420205	.	.	106419804	106420205	0	1	401	106419803	cluster_3	Intron (ENSMUST00000165709/ENSMUSG00000028514, intron 56 of 67)	4	106428493	106430852	2360	1	ENSMUST00000150521	-8288	ENSMUSG00000028514
ENSMUSG00000028517	7622.704123	-0.270176078	0.201957064	0.095819386	0.219367402	Plpp3	chr4	105205539	105205940	4:105205539-105205940	.	.	105205539	105205940	0	1	401	105205538	cluster_3	Intron (ENSMUST00000064139/ENSMUSG00000028517, intron 2 of 5)	4	105157347	105232764	75418	1	ENSMUST00000064139	48193	ENSMUSG00000028517
ENSMUSG00000028519	2718.484667	-0.544051621	0.111086644	2.55453E-07	4.82499E-06	Dab1	chr4	104455184	104455585	4:104455184-104455585	.	.	104455184	104455585	0	1	401	104455183	cluster_3	Intron (ENSMUST00000106827/ENSMUSG00000028519, intron 3 of 9)	4	104512073	104680382	168310	1	ENSMUST00000106826	-56488	ENSMUSG00000028519
ENSMUSG00000028519	2718.484667	-0.544051621	0.111086644	2.55453E-07	4.82499E-06	Dab1	chr4	104498213	104498614	4:104498213-104498614	.	.	104498213	104498614	0	1	401	104498212	cluster_3	Intron (ENSMUST00000106827/ENSMUSG00000028519, intron 4 of 9)	4	104512073	104680382	168310	1	ENSMUST00000106826	-13459	ENSMUSG00000028519
ENSMUSG00000028521	927.0612213	0.319954445	0.121714176	0.004612591	0.021254692	Slc35d1	chr4	103197335	103197736	4:103197335-103197736	.	.	103197335	103197736	0	1	401	103197334	cluster_3	Intron (ENSMUST00000150285/ENSMUSG00000028521, intron 8 of 9)	4	103210553	103214672	4120	2	ENSMUST00000154845	16936	ENSMUSG00000028521
ENSMUSG00000028525	1822.432014	-1.21707666	0.142535682	1.3262E-18	2.27353E-16	Pde4b	chr4	102137869	102138270	4:102137869-102138270	.	.	102137869	102138270	0	1	401	102137868	cluster_1	Intron (ENSMUST00000106911/ENSMUSG00000028525, intron 1 of 16)	4	102087741	102557597	469857	1	ENSMUST00000173119	50129	ENSMUSG00000028525
