chr	start	end	peakID	baseMean	log2FoldChange	pvalue	padj	geneID	symbol	Annotation_homer	homer_genes
9	79792343	79794180	9_79792343_79794180	243.742149688502	0.0344855178204757	0.266569919835321	0.8778297913105608	ENSMUSG00000086918.1	RP23-469I15.2	promoter-TSS	ENSMUSG00000086918.1
16	15862121	15864237	16_15862121_15864237	341.51592276593203	0.0375988688785173	0.266601714024498	0.8778297913105608	ENSMUSG00000022671.13	Mzt2	promoter-TSS	ENSMUSG00000022671.13
11	109995503	109996451	11_109995503_109996451	93.712619139499	0.0218118671994555	0.26633010833675796	0.8778297913105608	ENSMUSG00000020620.14	Abca8b	promoter-TSS	ENSMUSG00000020620.14
6	52221220	52221748	6_52221220_52221748	52.30449259565	-0.0165127449622644	0.266303726815871	0.8778297913105608	ENSMUSG00000038236.8	Hoxa7	intron	ENSMUSG00000038236.8
11	16256902	16259708	11_16256902_16259708	196.964695766857	0.0302923790453571	0.26657501440957604	0.8778297913105608	ENSMUSG00000048834.16	Vstm2a	intron	ENSMUSG00000048834.16
1	89580187	89580866	1_89580187_89580866	55.750248770381	-0.0175366265721807	0.266633925237341	0.8778297913105608	ENSMUSG00000055013.15	Agap1	exon	ENSMUSG00000055013.15
14	103349513	103350033	14_103349513_103350033	57.651858812631104	-0.0176042500752978	0.26675031137266697	0.877974709054042			Intergenic	Intergenic
4	134251233	134251840	4_134251233_134251840	54.59840235770229	-0.0172646274153755	0.26702540211868697	0.8784035191171129	ENSMUSG00000108398.1	RP23-354H24.9	TTS	ENSMUSG00000050105.5
4	134251233	134251840	4_134251233_134251840	54.59840235770229	-0.0172646274153755	0.26702540211868697	0.8784035191171129	ENSMUSG00000050105.5	Grrp1	TTS	ENSMUSG00000050105.5
X	12159686	12160429	X_12159686_12160429	45.8193170959887	-0.0153671966915311	0.266962174317855	0.8784035191171129	ENSMUSG00000040363.15	Bcor	intron	ENSMUSG00000040363.15
4	42998343	43000599	4_42998343_43000599	239.62207846603098	-0.0335878829000448	0.267568982182958	0.8787153520792109	ENSMUSG00000028452.7	Vcp	intron	ENSMUSG00000028452.7
17	47694339	47695876	17_47694339_47695876	194.334594009303	0.0310631045937632	0.26745881022307394	0.8787153520792109	ENSMUSG00000079444.9	RP23-345D6.12	promoter-TSS	ENSMUSG00000023266.11
9	58249394	58249770	9_58249394_58249770	46.328887707534	-0.0158743738106069	0.26762804791918804	0.8787153520792109	ENSMUSG00000036986.16	Pml	promoter-TSS	ENSMUSG00000036986.16
17	47694339	47695876	17_47694339_47695876	194.334594009303	0.0310631045937632	0.26745881022307394	0.8787153520792109	ENSMUSG00000023266.11	Frs3	promoter-TSS	ENSMUSG00000023266.11
11	80428925	80430682	11_80428925_80430682	142.732478581093	0.0275615192246325	0.267481022964402	0.8787153520792109	ENSMUSG00000017428.16	Psmd11	promoter-TSS	ENSMUSG00000017428.16
19	6140235	6141564	19_6140235_6141564	170.798128161805	0.0289765177965539	0.267615786905984	0.8787153520792109	ENSMUSG00000024944.5	Arl2	promoter-TSS	ENSMUSG00000039699.13
17	47694339	47695876	17_47694339_47695876	194.334594009303	0.0310631045937632	0.26745881022307394	0.8787153520792109	ENSMUSG00000096549.9	Prickle4	promoter-TSS	ENSMUSG00000023266.11
5	52668538	52669951	5_52668538_52669951	140.284135694957	-0.0263479853494703	0.267699632483083	0.8787153520792109	ENSMUSG00000029173.12	Sepsecs	intron	ENSMUSG00000029173.12
16	23983054	23990778	16_23983054_23990778	555.830129378585	0.0434751443043525	0.267487285299989	0.8787153520792109	ENSMUSG00000110291.1	RP23-274H19.2	intron	ENSMUSG00000022508.5
19	6140235	6141564	19_6140235_6141564	170.798128161805	0.0289765177965539	0.267615786905984	0.8787153520792109	ENSMUSG00000039699.13	Batf2	promoter-TSS	ENSMUSG00000039699.13
17	28328611	28329939	17_28328611_28329939	152.744035474866	0.0279650218983346	0.267477320324003	0.8787153520792109	ENSMUSG00000037805.14	Rpl10a	promoter-TSS	ENSMUSG00000037805.14
17	29660205	29661677	17_29660205_29661677	156.02913342866302	0.0250879386275525	0.26824249520170895	0.8790606015017329	ENSMUSG00000098374.1	RP24-271E12.5	exon	ENSMUSG00000024019.17
15	65786631	65787481	15_65786631_65787481	102.29551304268499	0.023131312463686	0.268213712549799	0.8790606015017329	ENSMUSG00000015002.18	Efr3a	promoter-TSS	ENSMUSG00000015002.18
17	29660205	29661677	17_29660205_29661677	156.02913342866302	0.0250879386275525	0.26824249520170895	0.8790606015017329	ENSMUSG00000024019.17	Cmtr1	exon	ENSMUSG00000024019.17
17	29660205	29661677	17_29660205_29661677	156.02913342866302	0.0250879386275525	0.26824249520170895	0.8790606015017329	ENSMUSG00000099329.1	RP24-271E12.4	exon	ENSMUSG00000024019.17
6	14900195	14902296	6_14900195_14902296	168.04113519783002	-0.0257564670014682	0.268240451851785	0.8790606015017329	ENSMUSG00000029563.16	Foxp2	promoter-TSS	ENSMUSG00000029563.16
4	114405841	114406838	4_114405841_114406838	78.6854009698061	-0.019501689999733	0.268057235522997	0.8790606015017329	ENSMUSG00000070867.4	Trabd2b	promoter-TSS	ENSMUSG00000070867.4
10	30599444	30601103	10_30599444_30601103	242.06657208635502	0.0338273113243408	0.267930459005891	0.8790606015017329	ENSMUSG00000019792.8	Trmt11	intron	ENSMUSG00000019792.8
13	101691007	101691983	13_101691007_101691983	78.00341839734409	-0.018683968521922	0.268192737847222	0.8790606015017329	ENSMUSG00000041417.15	Pik3r1	intron	ENSMUSG00000041417.15
17	79894577	79896433	17_79894577_79896433	168.321776824702	0.0288260524495553	0.26831201841089003	0.8790606015017329	ENSMUSG00000059811.13	Atl2	intron	ENSMUSG00000059811.13
5	110057343	110058331	5_110057343_110058331	83.0521894831951	0.02056788256941	0.268460257862381	0.8790714840449141	ENSMUSG00000090963.2	RP23-316L10.3	intron	ENSMUSG00000090963.2
9	65214735	65216309	9_65214735_65216309	122.787709187207	0.024936750812625	0.26843942810935395	0.8790714840449141	ENSMUSG00000032392.11	Parp16	exon	ENSMUSG00000032392.11
2	156475119	156476890	2_156475119_156476890	105.374611906333	-0.0237074082210017	0.26878442679075	0.879183786957504	ENSMUSG00000027624.19	Epb41l1	exon	ENSMUSG00000027624.19
13	74462050	74463420	13_74462050_74463420	175.90449745426002	-0.0297439051483192	0.26873247959142604	0.879183786957504	ENSMUSG00000112964.1	RP23-95L9.6	promoter-TSS	ENSMUSG00000112964.1
2	104711237	104713069	2_104711237_104713069	166.536448595809	-0.0287067760229082	0.268745957795388	0.879183786957504	ENSMUSG00000027175.10	Tcp11l1	promoter-TSS	ENSMUSG00000027175.10
4	101549805	101551967	4_101549805_101551967	198.305478196329	0.030610231392186	0.26871607554960897	0.879183786957504	ENSMUSG00000028528.16	Dnajc6	intron	ENSMUSG00000028528.16
10	75920427	75922463	10_75920427_75922463	237.946705549715	0.0335425913694144	0.269084523356919	0.8794540510145848	ENSMUSG00000000902.13	Smarcb1	exon	ENSMUSG00000000902.13
8	70775441	70778080	8_70775441_70778080	403.93111069463	0.040505269211535	0.269033785444619	0.8794540510145848	ENSMUSG00000031834.15	Pik3r2	promoter-TSS	ENSMUSG00000031834.15
8	70775441	70778080	8_70775441_70778080	403.93111069463	0.040505269211535	0.269033785444619	0.8794540510145848	ENSMUSG00000100691.1	RP23-410L16.1	promoter-TSS	ENSMUSG00000031834.15
5	38157636	38160165	5_38157636_38160165	282.444845617761	-0.0338331214478417	0.268974579178624	0.8794540510145848	ENSMUSG00000029126.7	Nsg1	TTS	ENSMUSG00000029126.7
8	70775441	70778080	8_70775441_70778080	403.93111069463	0.040505269211535	0.269033785444619	0.8794540510145848	ENSMUSG00000031833.10	Mast3	promoter-TSS	ENSMUSG00000031834.15
19	4755800	4758178	19_4755800_4758178	231.99253681948397	0.0329696641707425	0.269397499501677	0.880002817435202	ENSMUSG00000033760.16	Rbm4b	intron	ENSMUSG00000033760.16
7	144914810	144916137	7_144914810_144916137	197.925530402116	0.0303039580183359	0.269334155619468	0.880002817435202	ENSMUSG00000115783.1	Bc1	promoter-TSS	ENSMUSG00000031072.14
7	144914810	144916137	7_144914810_144916137	197.925530402116	0.0303039580183359	0.269334155619468	0.880002817435202	ENSMUSG00000031072.14	Oraov1	promoter-TSS	ENSMUSG00000031072.14
19	4755800	4758178	19_4755800_4758178	231.99253681948397	0.0329696641707425	0.269397499501677	0.880002817435202	ENSMUSG00000096370.8	RP24-245M20.2	intron	ENSMUSG00000033760.16
13	66931940	66934753	13_66931940_66934753	372.037974753828	-0.0392605516690323	0.26975085192556897	0.8800968341243829	ENSMUSG00000021518.4	Ptdss1	promoter-TSS	ENSMUSG00000021519.11
3	62603385	62604233	3_62603385_62604233	72.0368150892927	-0.0190487312248208	0.27022425874656497	0.8800968341243829	ENSMUSG00000043441.5	Gpr149	exon	ENSMUSG00000043441.5
2	155235594	155238307	2_155235594_155238307	265.401382936277	-0.0332884529424632	0.269928462239143	0.8800968341243829	ENSMUSG00000047459.14	Dynlrb1	intron	ENSMUSG00000047459.14
13	66931940	66934753	13_66931940_66934753	372.037974753828	-0.0392605516690323	0.26975085192556897	0.8800968341243829	ENSMUSG00000021519.11	Mterf3	promoter-TSS	ENSMUSG00000021519.11
11	77487218	77490438	11_77487218_77490438	247.397888180194	-0.034211192328039	0.26999769170522697	0.8800968341243829	ENSMUSG00000037907.16	Ankrd13b	intron	ENSMUSG00000037907.16
10	36506498	36508649	10_36506498_36508649	207.50450539588903	0.0316798389257038	0.270080989869209	0.8800968341243829	ENSMUSG00000044499.11	Hs3st5	exon	ENSMUSG00000044499.11
11	77487218	77490438	11_77487218_77490438	247.397888180194	-0.034211192328039	0.26999769170522697	0.8800968341243829	ENSMUSG00000097165.1	2210008F06Rik	intron	ENSMUSG00000037907.16
5	135632747	135633511	5_135632747_135633511	113.747776577843	0.0237752608166159	0.270026011886567	0.8800968341243829	ENSMUSG00000039917.10	Rhbdd2	intron	ENSMUSG00000039917.10
10	127078896	127082243	10_127078896_127082243	269.530866188238	0.0355491979003702	0.26980797043933996	0.8800968341243829	ENSMUSG00000025422.9	Agap2	exon	ENSMUSG00000025422.9
4	9028077	9028708	4_9028077_9028708	50.5647414522703	0.0166142409067963	0.270179470618949	0.8800968341243829			Intergenic	Intergenic
5	134175817	134176557	5_134175817_134176557	93.3098111319631	-0.0201800200020655	0.269774797871372	0.8800968341243829	ENSMUSG00000061979.8	Rcc1l	promoter-TSS	ENSMUSG00000104195.1
5	134175817	134176557	5_134175817_134176557	93.3098111319631	-0.0201800200020655	0.269774797871372	0.8800968341243829	ENSMUSG00000104195.1	RP24-497L12.1	promoter-TSS	ENSMUSG00000104195.1
18	69591484	69611115	18_69591484_69611115	1642.27302066506	-0.0458731348377245	0.26962912288716295	0.8800968341243829	ENSMUSG00000053477.17	Tcf4	intron	ENSMUSG00000053477.17
8	15010562	15013112	8_15010562_15013112	304.590442889801	-0.0368092794111669	0.269792911693088	0.8800968341243829	ENSMUSG00000055675.6	Kbtbd11	intron	ENSMUSG00000055675.6
19	6060797	6062492	19_6060797_6062492	161.170770598887	-0.02823524821777	0.270408004724644	0.8801695730805841	ENSMUSG00000024799.15	Tm7sf2	exon	ENSMUSG00000075227.6
19	6060797	6062492	19_6060797_6062492	161.170770598887	-0.02823524821777	0.270408004724644	0.8801695730805841	ENSMUSG00000075227.6	Znhit2	exon	ENSMUSG00000075227.6
11	118201660	118202998	11_118201660_118202998	75.46162855281591	-0.020143144750335	0.27064928840793	0.8801695730805841	ENSMUSG00000017132.17	Cyth1	intron	ENSMUSG00000017132.17
15	98805220	98805832	15_98805220_98805832	45.2671736897342	0.0154405700540062	0.270881673443747	0.8801695730805841	ENSMUSG00000059213.7	Ddn	exon	ENSMUSG00000059213.7
4	132421233	132422949	4_132421233_132422949	154.078138290708	0.0271607192604308	0.27089953724718896	0.8801695730805841	ENSMUSG00000066043.13	Phactr4	intron	ENSMUSG00000066043.13
15	76701244	76702157	15_76701244_76702157	72.2760448472188	0.00897336343604588	0.270672245411487	0.8801695730805841	ENSMUSG00000019080.8	Mfsd3	promoter-TSS	ENSMUSG00000019080.8
1	64531784	64534586	1_64531784_64534586	309.035753603548	-0.0368058703487627	0.270733769240298	0.8801695730805841	ENSMUSG00000025958.14	Creb1	intron	ENSMUSG00000025958.14
3	135485048	135486282	3_135485048_135486282	97.0648625468075	0.0206696282034973	0.27050167391253	0.8801695730805841	ENSMUSG00000028164.15	Manba	promoter-TSS	ENSMUSG00000028164.15
15	98805220	98805832	15_98805220_98805832	45.2671736897342	0.0154405700540062	0.270881673443747	0.8801695730805841	ENSMUSG00000097414.2	RP23-278C10.3	exon	ENSMUSG00000059213.7
12	4233487	4234603	12_4233487_4234603	136.404276659435	-0.0267484015226961	0.27088967328598	0.8801695730805841	ENSMUSG00000096199.2	Ptrhd1	promoter-TSS	ENSMUSG00000020652.17
12	4233487	4234603	12_4233487_4234603	136.404276659435	-0.0267484015226961	0.27088967328598	0.8801695730805841	ENSMUSG00000020652.17	Cenpo	promoter-TSS	ENSMUSG00000020652.17
5	113014496	113015934	5_113014496_113015934	110.922854926229	-0.0241864131278045	0.270759886176444	0.8801695730805841	ENSMUSG00000042249.11	Adrbk2	intron	ENSMUSG00000042249.11
1	173389446	173390187	1_173389446_173390187	67.313988621609	-0.0187243238646377	0.27191392167503303	0.88034279610138	ENSMUSG00000037860.15	Aim2	intron	ENSMUSG00000037860.15
12	86082354	86083277	12_86082354_86083277	106.238830669514	-0.0222197996152657	0.271968743800525	0.88034279610138	ENSMUSG00000007867.9	Ift43	intron	ENSMUSG00000007867.9
6	116337105	116339800	6_116337105_116339800	162.826802657673	-0.0279503394881839	0.271248904118434	0.88034279610138	ENSMUSG00000025702.15	March8	promoter-TSS	ENSMUSG00000107497.1
6	116337105	116339800	6_116337105_116339800	162.826802657673	-0.0279503394881839	0.271248904118434	0.88034279610138	ENSMUSG00000107497.1	RP23-441J16.4	promoter-TSS	ENSMUSG00000107497.1
1	46066615	46067550	1_46066615_46067550	83.5546696866648	0.020878254953025	0.27183801293424903	0.88034279610138	ENSMUSG00000041144.10	Dnah7b	exon	ENSMUSG00000041144.10
9	98600410	98601640	9_98600410_98601640	108.886443695536	-0.0234160850420209	0.27185878149638104	0.88034279610138	ENSMUSG00000032459.9	Mrps22	intron	ENSMUSG00000032459.9
4	116220287	116223799	4_116220287_116223799	453.31897527006106	0.0382773766245305	0.271924724996594	0.88034279610138	ENSMUSG00000111410.1	RP23-276M23.6	exon	ENSMUSG00000028698.13
4	116220287	116223799	4_116220287_116223799	453.31897527006106	0.0382773766245305	0.271924724996594	0.88034279610138	ENSMUSG00000028698.13	Pik3r3	exon	ENSMUSG00000028698.13
9	95558968	95561003	9_95558968_95561003	132.839153594106	-0.0251003577121596	0.271711506794538	0.88034279610138	ENSMUSG00000110827.1	RP23-260J19.5	exon	ENSMUSG00000064225.6
9	95558968	95561003	9_95558968_95561003	132.839153594106	-0.0251003577121596	0.271711506794538	0.88034279610138	ENSMUSG00000064225.6	Paqr9	exon	ENSMUSG00000064225.6
6	77978185	77980389	6_77978185_77980389	233.138608409007	-0.0330938163935871	0.271349894776626	0.88034279610138	ENSMUSG00000063063.12	Ctnna2	intron	ENSMUSG00000063063.12
4	135432955	135434473	4_135432955_135434473	166.310006882033	0.0276014486010099	0.271679421623053	0.88034279610138	ENSMUSG00000059713.12	Rcan3	exon	ENSMUSG00000059713.12
4	143412159	143413482	4_143412159_143413482	160.187657808536	-0.028405852082834998	0.271232272646324	0.88034279610138	ENSMUSG00000046862.14	Pramef8	promoter-TSS	ENSMUSG00000046862.14
4	136469791	136472922	4_136469791_136472922	199.22740692521	-0.0307437918479761	0.271913244397266	0.88034279610138	ENSMUSG00000001089.14	Luzp1	intron	ENSMUSG00000001089.14
17	36950348	36952058	17_36950348_36952058	221.489186506716	0.0315575152684577	0.271744223157911	0.88034279610138	ENSMUSG00000036398.13	Ppp1r11	exon	ENSMUSG00000036398.13
11	84915707	84916715	11_84915707_84916715	93.5614169980834	0.0208218650590792	0.27169671426166897	0.88034279610138	ENSMUSG00000020526.12	Znhit3	promoter-TSS	ENSMUSG00000020526.12
11	116138023	116138825	11_116138023_116138825	103.00821474029699	-0.0217940752486101	0.271925809790603	0.88034279610138	ENSMUSG00000020775.13	Mrpl38	exon	ENSMUSG00000020775.13
10	23785925	23788756	10_23785925_23788756	360.377326325299	0.0386585566890513	0.272142849763156	0.880436547553763	ENSMUSG00000077440.1	Gm23130	promoter-TSS	ENSMUSG00000077440.1
10	23785925	23788756	10_23785925_23788756	360.377326325299	0.0386585566890513	0.272142849763156	0.880436547553763	ENSMUSG00000061983.7	Rps12	promoter-TSS	ENSMUSG00000077440.1
2	103071807	103074945	2_103071807_103074945	368.975105579368	-0.0383363931154083	0.27207644518471397	0.880436547553763	ENSMUSG00000010911.12	Apip	promoter-TSS	ENSMUSG00000010914.10
2	103071807	103074945	2_103071807_103074945	368.975105579368	-0.0383363931154083	0.27207644518471397	0.880436547553763	ENSMUSG00000010914.10	Pdhx	promoter-TSS	ENSMUSG00000010914.10
12	40035256	40038712	12_40035256_40038712	375.57740105166397	0.0381238370863664	0.272260677766935	0.880582922598894	ENSMUSG00000047446.18	Arl4a	intron	ENSMUSG00000047446.18
12	40035256	40038712	12_40035256_40038712	375.57740105166397	0.0381238370863664	0.272260677766935	0.880582922598894	ENSMUSG00000086315.1	Arl4aos	intron	ENSMUSG00000047446.18
2	32875480	32878410	2_32875480_32878410	278.12747167774603	-0.0331623315216547	0.272710552074928	0.880664880620389	ENSMUSG00000087496.1	RP23-320N1.2	promoter-TSS	ENSMUSG00000087496.1
2	52857174	52861016	2_52857174_52861016	402.289102441333	-0.0389595383849315	0.272709884722335	0.880664880620389	ENSMUSG00000036053.17	Fmnl2	TTS	ENSMUSG00000097857.1
8	12394580	12396269	8_12394580_12396269	148.710753666937	0.0253462711515942	0.272721559222783	0.880664880620389	ENSMUSG00000096014.1	Sox1	promoter-TSS	ENSMUSG00000092656.1
8	12394580	12396269	8_12394580_12396269	148.710753666937	0.0253462711515942	0.272721559222783	0.880664880620389	ENSMUSG00000092656.1	Gm25239	promoter-TSS	ENSMUSG00000092656.1
8	12394580	12396269	8_12394580_12396269	148.710753666937	0.0253462711515942	0.272721559222783	0.880664880620389	ENSMUSG00000047935.17	RP24-473D4.1	promoter-TSS	ENSMUSG00000092656.1
13	55211707	55212128	13_55211707_55212128	56.9278567160626	0.0165554592779769	0.27236121705188	0.880664880620389	ENSMUSG00000021488.8	Nsd1	promoter-TSS	ENSMUSG00000021488.8
2	52857174	52861016	2_52857174_52861016	402.289102441333	-0.0389595383849315	0.272709884722335	0.880664880620389	ENSMUSG00000097857.1	Gm26603	TTS	ENSMUSG00000097857.1
6	30895628	30897025	6_30895628_30897025	138.039329296389	0.026531609881592002	0.27244844714383	0.880664880620389	ENSMUSG00000085321.1	RP23-430F24.3	promoter-TSS	ENSMUSG00000025607.15
6	30895628	30897025	6_30895628_30897025	138.039329296389	0.026531609881592002	0.27244844714383	0.880664880620389	ENSMUSG00000039032.2	Tsga13	promoter-TSS	ENSMUSG00000025607.15
6	30895628	30897025	6_30895628_30897025	138.039329296389	0.026531609881592002	0.27244844714383	0.880664880620389	ENSMUSG00000025607.15	Copg2	promoter-TSS	ENSMUSG00000025607.15
11	79590467	79592413	11_79590467_79592413	137.396740790376	-0.026134898927928	0.27271657553738105	0.880664880620389	ENSMUSG00000017639.13	Rab11fip4	intron	ENSMUSG00000017639.13
2	32875480	32878410	2_32875480_32878410	278.12747167774603	-0.0331623315216547	0.272710552074928	0.880664880620389	ENSMUSG00000026796.16	Fam129b	promoter-TSS	ENSMUSG00000087496.1
7	123499302	123501004	7_123499302_123501004	216.49951121060397	-0.0316058597590421	0.272878017010262	0.8809356312848591	ENSMUSG00000030757.13	Zkscan2	exon	ENSMUSG00000030757.13
19	44930127	44932945	19_44930127_44932945	232.25624175602297	0.033001426785069995	0.273150253127342	0.881579907140438	ENSMUSG00000036097.7	Slf2	intron	ENSMUSG00000036097.7
10	80053179	80055627	10_80053179_80055627	273.692987801026	0.0339855646330213	0.273260056715251	0.881699736188678	ENSMUSG00000075706.10	Gpx4	promoter-TSS	ENSMUSG00000075706.10
11	69340734	69341799	11_69340734_69341799	103.808316531835	0.0221913072248424	0.273472131559195	0.882090728762967	ENSMUSG00000043419.11	Chd3os	exon	ENSMUSG00000043419.11
5	110135803	110136938	5_110135803_110136938	102.70826170778099	0.0218236376316602	0.273599358088942	0.882090728762967	ENSMUSG00000014668.15	Chfr	exon	ENSMUSG00000014668.15
14	118136447	118138118	14_118136447_118138118	207.664811637025	0.0298161229493484	0.27353361504937695	0.882090728762967	ENSMUSG00000022131.3	Gpr180	exon	ENSMUSG00000022131.3
13	12105023	12106856	13_12105023_12106856	191.76849055903702	-0.0301833944935229	0.27408191067488297	0.882473922586965	ENSMUSG00000021313.16	Ryr2	intron	ENSMUSG00000021313.16
3	95041505	95042559	3_95041505_95042559	146.930032315268	0.0252266611606135	0.27403296187120696	0.882473922586965	ENSMUSG00000005625.15	Psmd4	intron	ENSMUSG00000005625.15
11	116335233	116336058	11_116335233_116336058	77.26784326834829	0.0186138899039472	0.274035355689244	0.882473922586965	ENSMUSG00000052949.14	Rnf157	promoter-TSS	ENSMUSG00000034227.7
16	17921374	17922882	16_17921374_17922882	205.255131880727	0.0298254711915361	0.273892347326811	0.882473922586965	ENSMUSG00000103149.1	RP23-372H6.7	promoter-TSS	ENSMUSG00000103149.1
11	116335233	116336058	11_116335233_116336058	77.26784326834829	0.0186138899039472	0.274035355689244	0.882473922586965	ENSMUSG00000034227.7	Foxj1	promoter-TSS	ENSMUSG00000034227.7
13	77708150	77709789	13_77708150_77709789	154.550547014933	-0.0280140547879462	0.273880505095442	0.882473922586965	ENSMUSG00000064138.14	Fam172a	intron	ENSMUSG00000064138.14
12	3572013	3573921	12_3572013_3573921	222.418290515179	-0.0283163517107253	0.274279158861683	0.8825236934302371	ENSMUSG00000071454.13	Dtnb	promoter-TSS	ENSMUSG00000071454.13
8	111940077	111941856	8_111940077_111941856	149.187008713416	0.0239444009465881	0.27431245805856197	0.8825236934302371	ENSMUSG00000031950.7	Gabarapl2	promoter-TSS	ENSMUSG00000031950.7
14	69803406	69805908	14_69803406_69805908	262.877245102811	0.0338509654765225	0.274315599070675	0.8825236934302371	ENSMUSG00000022075.7	Rhobtb2	intron	ENSMUSG00000022075.7
17	46159773	46161978	17_46159773_46161978	201.661379384761	0.0290651061385323	0.275695142517555	0.8834050899046699	ENSMUSG00000023952.13	Gtpbp2	promoter-TSS	ENSMUSG00000023952.13
7	45783678	45787049	7_45783678_45787049	438.915750254209	0.0396499527596333	0.275766452012766	0.8834050899046699	ENSMUSG00000003271.17	Sult2b1	promoter-TSS	ENSMUSG00000003271.17
17	25184006	25186057	17_25184006_25186057	239.213233063583	0.0329230710146998	0.275551226240961	0.8834050899046699	ENSMUSG00000067722.3	BC003965	exon	ENSMUSG00000067722.3
4	131872913	131875292	4_131872913_131875292	275.488531028728	-0.0345421527568411	0.27611975587114196	0.8834050899046699	ENSMUSG00000028911.16	Srsf4	intron	ENSMUSG00000028911.16
18	59174823	59177093	18_59174823_59177093	167.63815018854402	0.0275777104898105	0.275450858686021	0.8834050899046699	ENSMUSG00000058152.7	Chsy3	exon	ENSMUSG00000058152.7
2	155928995	155930401	2_155928995_155930401	117.92757404773701	0.0241534191797313	0.27531030388648603	0.8834050899046699	ENSMUSG00000005882.18	Uqcc1	intron	ENSMUSG00000005882.18
11	120795184	120796473	11_120795184_120796473	128.961415915798	0.0247121213779086	0.27524862428539504	0.8834050899046699	ENSMUSG00000025155.15	Dus1l	exon	ENSMUSG00000025155.15
7	45783678	45787049	7_45783678_45787049	438.915750254209	0.0396499527596333	0.275766452012766	0.8834050899046699	ENSMUSG00000062044.15	Lmtk3	promoter-TSS	ENSMUSG00000003271.17
7	127393037	127394153	7_127393037_127394153	109.779393684725	0.0122558666087935	0.274991155021672	0.8834050899046699	ENSMUSG00000078580.3	RP24-443B5.2	promoter-TSS	ENSMUSG00000078580.3
5	145200489	145201913	5_145200489_145201913	144.151337580105	0.0239756156626416	0.276219553164332	0.8834050899046699	ENSMUSG00000029627.12	Zkscan14	exon	ENSMUSG00000029627.12
14	46759949	46760820	14_46759949_46760820	64.39267086760479	0.017271100533801997	0.27609409996708195	0.8834050899046699	ENSMUSG00000037628.10	Cdkn3	promoter-TSS	ENSMUSG00000037628.10
X	103493497	103495131	X_103493497_103495131	130.623753998563	-0.0243713356308462	0.276099604427823	0.8834050899046699	ENSMUSG00000097571.8	Jpx	TTS	ENSMUSG00000099189.1
16	50363665	50364498	16_50363665_50364498	71.0071928110799	-0.0190693417579749	0.275637351904302	0.8834050899046699	ENSMUSG00000022641.15	Bbx	intron	ENSMUSG00000022641.15
19	5741473	5741802	19_5741473_5741802	41.989925169751395	0.014890104455703001	0.276108808755317	0.8834050899046699	ENSMUSG00000024940.10	Ltbp3	exon	ENSMUSG00000024940.10
X	103493497	103495131	X_103493497_103495131	130.623753998563	-0.0243713356308462	0.276099604427823	0.8834050899046699	ENSMUSG00000099189.1	Gm27875	TTS	ENSMUSG00000099189.1
8	92855317	92855896	8_92855317_92855896	57.1707122216077	-0.016343151007423	0.275535729958379	0.8834050899046699	ENSMUSG00000033192.5	Lpcat2	exon	ENSMUSG00000033192.5
5	121383549	121386846	5_121383549_121386846	300.115081386507	0.0356520780393311	0.27480114791760196	0.8834050899046699	ENSMUSG00000104985.1	RP23-50I16.1	promoter-TSS	ENSMUSG00000106209.1
5	121383549	121386846	5_121383549_121386846	300.115081386507	0.0356520780393311	0.27480114791760196	0.8834050899046699	ENSMUSG00000106209.1	RP23-50I16.2	promoter-TSS	ENSMUSG00000106209.1
5	121383549	121386846	5_121383549_121386846	300.115081386507	0.0356520780393311	0.27480114791760196	0.8834050899046699	ENSMUSG00000042726.14	Trafd1	promoter-TSS	ENSMUSG00000106209.1
8	92855317	92855896	8_92855317_92855896	57.1707122216077	-0.016343151007423	0.275535729958379	0.8834050899046699	ENSMUSG00000109669.1	RP23-312E2.1	exon	ENSMUSG00000033192.5
12	108554140	108556996	12_108554140_108556996	235.613479572552	0.032739432562358	0.27468790993512304	0.8834050899046699	ENSMUSG00000021262.15	Evl	promoter-TSS	ENSMUSG00000097788.2
2	33368905	33371090	2_33368905_33371090	134.59081874246598	0.0243567612462143	0.276099299908453	0.8834050899046699	ENSMUSG00000038831.16	Ralgps1	intron	ENSMUSG00000038831.16
12	108554140	108556996	12_108554140_108556996	235.613479572552	0.032739432562358	0.27468790993512304	0.8834050899046699	ENSMUSG00000097788.2	RP23-70L9.3	promoter-TSS	ENSMUSG00000097788.2
15	76870108	76871787	15_76870108_76871787	145.749471979711	-0.025681888694139003	0.275626581682747	0.8834050899046699	ENSMUSG00000022526.8	Zfp251	promoter-TSS	ENSMUSG00000022526.8
11	102284531	102286409	11_102284531_102286409	252.261723425713	-0.0337416528142123	0.27595367691472306	0.8834050899046699	ENSMUSG00000034757.15	Tmub2	exon	ENSMUSG00000034757.15
8	123653381	123655214	8_123653381_123655214	148.91790012822702	0.0274212968647836	0.275104346735471	0.8834050899046699	ENSMUSG00000092329.1	AC114005.5	intron	ENSMUSG00000039960.5
16	44394534	44395533	16_44394534_44395533	73.5314185575982	0.0188464511368547	0.275972578839574	0.8834050899046699	ENSMUSG00000071550.14	Cfap44	intron	ENSMUSG00000071550.14
19	36917833	36919648	19_36917833_36919648	195.779122683888	-0.0304446712592222	0.27599095538100393	0.8834050899046699	ENSMUSG00000047632.10	Fgfbp3	exon	ENSMUSG00000047632.10
