Chrom	Start	End	X17_67124392_67124520	X18.2852730981878	X.0.22270934926077202	X0.24577446659602803	X0.569318191041132	ENSMUSG00000033278.10	Ptprm	intron	ENSMUSG00000033278.10.1	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr13	95891890	95892126	13_95891890_95892126	49.0176667678705	-0.272577198831375	0.200330204737476	0.521362291187243	ENSMUSG00000021676.9	Iqgap2	promoter-TSS	ENSMUSG00000021676.9	Promoter (<=1kb)	13	95627177	95891922	264746	2	ENSMUST00000068603	0	ENSMUSG00000021676	ENSMUSG00000021676
chr14	8329700	8329916	14_8329700_8329916	61.6067363450876	0.0650904331027468	0.753100853833369	0.904116315090819			Intergenic	Intergenic	Distal Intergenic	14	8297556	8318023	20468	2	ENSMUST00000120411	-11678	ENSMUSG00000021750	ENSMUSG00000021750
chr14	8209013	8209140	14_8209013_8209140	42.1286320976287	0.246325906033566	0.248108205435044	0.572553857609098			Intergenic	Intergenic	Distal Intergenic	14	8214148	8223567	9420	1	ENSMUST00000022272	-5008	ENSMUSG00000021752	ENSMUSG00000021752
chr14	21848851	21849112	14_21848851_21849112	137.201743142535	-0.0274661128362461	0.877906579063943	0.956398627930405	ENSMUSG00000021773.11	Comtd1	promoter-TSS	ENSMUSG00000021773.11	Promoter (<=1kb)	14	21845861	21848977	3117	2	ENSMUST00000124549	0	ENSMUSG00000021773	ENSMUSG00000021773
chr14	46882617	46883029	14_46882617_46883029	186.32775680797	-0.136982576398377	0.401477451502554	0.698954049054483	ENSMUSG00000021838.17	Samd4	promoter-TSS	ENSMUSG00000021838.17	Promoter (<=1kb)	14	46882854	47103150	220297	1	ENSMUST00000022386	0	ENSMUSG00000021838	ENSMUSG00000021838
chr14	86869664	86869804	14_86869664_86869804	38.9203593251256	-0.11811087430726	0.579970335702271	0.816631310076198	ENSMUSG00000022021.14	Diaph3	intron	ENSMUSG00000022021.14	Intron (ENSMUST00000022599/ENSMUSG00000022021, intron 20 of 27)	14	86656323	87141114	484792	2	ENSMUST00000168889	271310	ENSMUSG00000022021	ENSMUSG00000022021
chr14	55918786	55918935	14_55918786_55918935	31.9625260225414	0.025627486701792	0.903791300991029	0.964981654661715			Intergenic	Intergenic	Distal Intergenic	14	55897286	55900232	2947	2	ENSMUST00000111325	-18555	ENSMUSG00000022223	ENSMUSG00000022223
chr15	25915172	25915404	15_25915172_25915404	40.2349477748065	-0.14148126423738	0.507818635376871	0.771230806149031	ENSMUSG00000022270.16	Retreg1	intron	ENSMUSG00000022270.16	Intron (ENSMUST00000022881/ENSMUSG00000022270, intron 3 of 8)	15	25940887	25972340	31454	1	ENSMUST00000110438	-25483	ENSMUSG00000022270	ENSMUSG00000022270
chr15	38710901	38711122	15_38710901_38711122	54.4449491396193	-0.187647373263715	0.37214501383412	0.678128491929115			Intergenic	Intergenic	Distal Intergenic	15	38661904	38692443	30540	1	ENSMUST00000022904	48998	ENSMUSG00000022295	ENSMUSG00000022295
chr15	97672298	97672683	15_97672298_97672683	128.057588976856	0.0736339406352698	0.684182618071371	0.870879680493281			Intergenic	Intergenic	Downstream (2-3kb)	15	97675105	97705822	30718	2	ENSMUST00000023104	33139	ENSMUSG00000022466	ENSMUSG00000022466
chr16	55974500	55974722	16_55974500_55974722	132.361423106289	0.112884224717381	0.529698540166904	0.786308433765657	ENSMUSG00000102101.1	Zbtb11os1	promoter-TSS	ENSMUSG00000102101.1	Promoter (<=1kb)	16	55973883	55980722	6840	1	ENSMUST00000153035	618	ENSMUSG00000022601	ENSMUSG00000022601
chr15	73438060	73438286	15_73438060_73438286	78.653102804374	0.245538580515231	0.222407211326235	0.545108507686076			Intergenic	Intergenic	Distal Intergenic	15	73215557	73423191	207635	2	ENSMUST00000170939	-14870	ENSMUSG00000022607	ENSMUSG00000022607
chr16	52569192	52569335	16_52569192_52569335	21.0417748878081	0.00796236591216482	0.968466997082549	0.989669886224756			Intergenic	Intergenic	Distal Intergenic	16	52248996	52454074	205079	2	ENSMUST00000023312	-115119	ENSMUSG00000022636	ENSMUSG00000022636
chr16	13754445	13754612	16_13754445_13754612	53.3114439332334	-0.115204187852159	0.587212515486369	0.820975879797403			Intergenic	Intergenic	Distal Intergenic	16	13715059	13730983	15925	2	ENSMUST00000023364	-23463	ENSMUSG00000022683	ENSMUSG00000022683
chr16	35140119	35140258	16_35140119_35140258	20.697336120846	-0.179614297886244	0.369830731899533	0.676636347158636			Intergenic	Intergenic	Distal Intergenic	16	35154877	35305737	150861	1	ENSMUST00000114913	-14619	ENSMUSG00000022840	ENSMUSG00000022840
chr16	76866128	76866313	16_76866128_76866313	50.2394258352081	0.0372557953346418	0.859909431016253	0.948977449023641	ENSMUSG00000100857.2	RP23-282P1.1	intron	ENSMUSG00000100857.2	Distal Intergenic	16	77014069	77116779	102711	1	ENSMUST00000023580	-147756	ENSMUSG00000022867	ENSMUSG00000022867
chr16	23127685	23127973	16_23127685_23127973	84.3334534508411	0.041413873698237	0.833196828397221	0.937804534983433	ENSMUSG00000022881.15	Rfc4	promoter-TSS	ENSMUSG00000022881.15	Promoter (<=1kb)	16	23113943	23127737	13795	2	ENSMUST00000023598	0	ENSMUSG00000022881	ENSMUSG00000022881
chr16	94753528	94753666	16_94753528_94753666	46.2337738162711	0.10539940115753	0.619835708406807	0.837394814952183	ENSMUSG00000043301.16	Kcnj6	TTS	ENSMUSG00000116641.1	Intron (ENSMUST00000095873/ENSMUSG00000043301, intron 4 of 4)	16	94668896	94679521	10626	1	ENSMUST00000134383	84633	ENSMUSG00000022897	ENSMUSG00000022897
chr15	98534197	98534531	15_98534197_98534531	276.876396546598	0.105198587572655	0.446400278513942	0.729996368021056	ENSMUSG00000022992.17	Kansl2	promoter-TSS	ENSMUSG00000022992.17	Promoter (<=1kb)	15	98518821	98534244	15424	2	ENSMUST00000023727	0	ENSMUSG00000022992	ENSMUSG00000022992
chr15	99772378	99772610	15_99772378_99772610	51.5701723378689	-0.153848519240979	0.469194021133056	0.745950451026464	ENSMUSG00000023021.15	Cers5	promoter-TSS	ENSMUSG00000023021.15	Promoter (<=1kb)	15	99733506	99772601	39096	2	ENSMUST00000023762	0	ENSMUSG00000023021	ENSMUSG00000023021
chr15	99875446	99875624	15_99875446_99875624	47.5821784515053	0.106558273500574	0.617920825284646	0.836465277308187	ENSMUSG00000116518.1	RP23-32P19.4	promoter-TSS	ENSMUSG00000023022.14	Promoter (<=1kb)	15	99778470	99875428	96959	2	ENSMUST00000073691	-19	ENSMUSG00000023022	ENSMUSG00000023022
chr8	104641529	104641818	8_104641529_104641818	46.2303529257818	-0.0772130739552728	0.716442351374682	0.887572228518403	ENSMUSG00000031879.14	Fam96b	promoter-TSS	ENSMUSG00000031879.14	Promoter (<=1kb)	8	104641807	104658587	16781	1	ENSMUST00000171130	0	ENSMUSG00000023737	ENSMUSG00000023737
chr17	7169730	7170225	17_7169730_7170225	330.668266221669	0.00224684075595875	0.986232066547133	0.994988089678192	ENSMUSG00000023809.10	Rps6ka2	promoter-TSS	ENSMUSG00000023809.10	Promoter (<=1kb)	17	7170115	7303313	133199	1	ENSMUST00000024575	0	ENSMUSG00000023809	ENSMUSG00000023809
chr17	49614995	49615147	17_49614995_49615147	36.6322695644269	-0.0692808842092233	0.745837672684884	0.901452999688886	ENSMUSG00000023999.14	Kif6	promoter-TSS	ENSMUSG00000023999.14	Promoter (<=1kb)	17	49615136	49755388	140253	1	ENSMUST00000024798	0	ENSMUSG00000023999	ENSMUSG00000023999
chr17	71980855	71981061	17_71980855_71981061	48.0405743193997	-0.215614392824076	0.309716856317224	0.628761658141103	ENSMUSG00000055471.6	Alk	intron	ENSMUSG00000055471.6	Intron (ENSMUST00000086639/ENSMUSG00000055471, intron 8 of 28)	17	71781947	71858351	76405	1	ENSMUST00000024854	198909	ENSMUSG00000024059	ENSMUSG00000024059
chr17	26123369	26123548	17_26123369_26123548	73.3797156995482	-0.0187510007053163	0.926180079695543	0.974501837616408	ENSMUSG00000024180.13	Tmem8	promoter-TSS	ENSMUSG00000024181.8	Promoter (<=1kb)	17	26123520	26126613	3094	1	ENSMUST00000025014	0	ENSMUSG00000024181	ENSMUSG00000024181
chr17	83129257	83129460	17_83129257_83129460	40.7895661396182	0.251265445366469	0.239348785829235	0.562299054483747			Intergenic	Intergenic	Distal Intergenic	17	83215292	83225070	9779	1	ENSMUST00000170794	-85832	ENSMUSG00000024247	ENSMUSG00000024247
chr18	37836494	37836903	18_37836494_37836903	106.146354791525	0.0619286878909372	0.744981022485377	0.901235229034343	ENSMUSG00000102543.5	Pcdhgc5	intron	ENSMUSG00000102828.5	Intron (ENSMUST00000073447/ENSMUSG00000023036, intron 3 of 3)	18	37845100	37853407	8308	2	ENSMUST00000127346	16504	ENSMUSG00000024456	ENSMUSG00000024456
chr18	49755251	49755902	18_49755251_49755902	292.701924608621	0.168150629730634	0.22022457213353	0.543041052054626	ENSMUSG00000087020.1	AC112984.2	promoter-TSS	ENSMUSG00000024505.15	Promoter (<=1kb)	18	49696145	49755601	59457	2	ENSMUST00000163590	0	ENSMUSG00000024505	ENSMUSG00000024505
chr18	68020565	68020773	18_68020565_68020773	34.6804787684816	0.0752583867660339	0.724417489380994	0.891365503995616	ENSMUSG00000024544.8	Ldlrad4	intron	ENSMUSG00000024544.8	Intron (ENSMUST00000063775/ENSMUSG00000024544, intron 1 of 5)	18	67933257	68255549	322293	1	ENSMUST00000063775	87309	ENSMUSG00000024544	ENSMUSG00000024544
chr18	78944929	78945067	18_78944929_78945067	20.6858462040327	-0.0695300993595725	0.729668679738742	0.893892624002084	ENSMUSG00000024548.11	Setbp1	intron	ENSMUSG00000024548.11	Intron (ENSMUST00000025430/ENSMUSG00000024548, intron 2 of 5)	18	78750380	79109391	359012	2	ENSMUST00000025430	164324	ENSMUSG00000024548	ENSMUSG00000024548
chr18	61726273	61726460	18_61726273_61726460	101.951725912661	0.20914794181379	0.269167688357644	0.594321426321688	ENSMUSG00000098702.1	RP24-390G17.1	promoter-TSS	ENSMUSG00000024580.7	Promoter (<=1kb)	18	61712440	61726331	13892	2	ENSMUST00000062991	0	ENSMUSG00000024580	ENSMUSG00000024580
chr19	16132452	16132992	19_16132452_16132992	182.435254726194	-0.0711939392696715	0.664415507116601	0.86059669547201	ENSMUSG00000024639.5	Gnaq	promoter-TSS	ENSMUSG00000024639.5	Promoter (<=1kb)	19	16132831	16387463	254633	1	ENSMUST00000025541	0	ENSMUSG00000024639	ENSMUSG00000024639
chr19	10524923	10525421	19_10524923_10525421	106.687536699235	0.0100310664940996	0.957282064417517	0.98544579445033	ENSMUSG00000024668.7	Sdhaf2	promoter-TSS	ENSMUSG00000024668.7	Promoter (<=1kb)	19	10500513	10525209	24697	2	ENSMUST00000025570	0	ENSMUSG00000024668	ENSMUSG00000024668
chr19	12794760	12794946	19_12794760_12794946	129.416128650113	0.108395757255419	0.554049239941161	0.801278711375518	ENSMUSG00000024695.15	Zfp91	intron	ENSMUSG00000024695.15	Promoter (1-2kb)	19	12763660	12796126	32467	2	ENSMUST00000142247	1180	ENSMUSG00000024695	ENSMUSG00000024695
chr19	10605327	10605641	19_10605327_10605641	216.977854404099	-0.125340955452476	0.408689131810297	0.702877521370494	ENSMUSG00000034371.8	Tkfc	promoter-TSS	ENSMUSG00000024740.9	Promoter (<=1kb)	19	10605625	10629813	24189	1	ENSMUST00000025649	0	ENSMUSG00000024740	ENSMUSG00000024740
chr19	36409524	36409982	19_36409524_36409982	218.322368182913	-0.185155512089983	0.213828015761861	0.536736130172753	ENSMUSG00000024805.16	Pcgf5	promoter-TSS	ENSMUSG00000024805.16	Promoter (<=1kb)	19	36409748	36456192	46445	1	ENSMUST00000062389	0	ENSMUSG00000024805	ENSMUSG00000024805
chr19	5118212	5118384	19_5118212_5118384	36.6668724078211	0.00116600066818397	0.995648718033937	0.997854053279874	ENSMUSG00000024862.16	Klc2	promoter-TSS	ENSMUSG00000024862.16	Promoter (<=1kb)	19	5107746	5118297	10552	2	ENSMUST00000113728	0	ENSMUSG00000024862	ENSMUSG00000024862
chr19	3980467	3980609	19_3980467_3980609	57.8492099087954	0.146679359180395	0.485675450288438	0.757205817308487	ENSMUSG00000075296.4	Aldh3b2	intron	ENSMUSG00000075296.4	Intron (ENSMUST00000143380/ENSMUSG00000075296, intron 8 of 9)	19	3986661	3990007	3347	1	ENSMUST00000054030	-6052	ENSMUSG00000024866	ENSMUSG00000024866
chr19	4000161	4000669	19_4000161_4000669	158.333484859453	-0.050985106819979	0.766990028803048	0.910758266171665	ENSMUSG00000086107.1	AC133523.6	promoter-TSS	ENSMUSG00000024869.10	Promoter (<=1kb)	19	4000580	4002103	1524	1	ENSMUST00000025802	0	ENSMUSG00000024869	ENSMUSG00000024869
chr19	4625555	4625764	19_4625555_4625764	72.731304965581	-0.0111104819588078	0.957124806960991	0.98544579445033	ENSMUSG00000024889.4	Rce1	promoter-TSS	ENSMUSG00000024889.4	Promoter (<=1kb)	19	4622551	4625617	3067	2	ENSMUST00000025823	0	ENSMUSG00000024889	ENSMUSG00000024889
chr19	3323222	3323508	19_3323222_3323508	93.2332652571822	-0.0790614906342002	0.680980174118468	0.869652481046639	ENSMUSG00000024900.4	Cpt1a	promoter-TSS	ENSMUSG00000024900.4	Promoter (<=1kb)	19	3323301	3385732	62432	1	ENSMUST00000025835	0	ENSMUSG00000024900	ENSMUSG00000024900
chr19	5648879	5649015	19_5648879_5649015	33.0243797463107	-0.170141215749284	0.424624873171083	0.715453220121259	ENSMUSG00000024927.7	Rela	TTS	ENSMUSG00000024927.7	Downstream (2-3kb)	19	5637483	5648130	10648	1	ENSMUST00000025867	11397	ENSMUSG00000024927	ENSMUSG00000024927
chr7	58626899	58627187	7_58626899_58627187	47.7686332802101	-0.169582247244836	0.423231348861422	0.714721164227537			Intergenic	Intergenic	Distal Intergenic	7	58658202	58829426	171225	1	ENSMUST00000168747	-31015	ENSMUSG00000025324	ENSMUSG00000025324
chr10	128705011	128705217	10_128705011_128705217	75.9058619428892	-0.19672743728401	0.32822070967695	0.643438594421671	ENSMUSG00000025358.16	Cdk2	promoter-TSS	ENSMUSG00000025358.16	Promoter (<=1kb)	10	128697939	128705051	7113	2	ENSMUST00000026415	0	ENSMUSG00000025358	ENSMUSG00000025358
chr10	127380451	127380714	10_127380451_127380714	124.883698591563	0.17941296730596	0.31542596753643	0.633433149560997	ENSMUSG00000025404.15	R3hdm2	promoter-TSS	ENSMUSG00000025404.15	Promoter (<=1kb)	10	127380662	127499360	118699	1	ENSMUST00000166820	0	ENSMUSG00000025404	ENSMUSG00000025404
chr10	126925529	126925739	10_126925529_126925739	42.1895509428468	-0.246876340651823	0.246855856763091	0.570934465744079			Intergenic	Intergenic	Distal Intergenic	10	126887249	126901371	14123	2	ENSMUST00000168520	-24159	ENSMUSG00000025436	ENSMUSG00000025436
chr7	140036280	140036459	7_140036280_140036459	60.672315766335	-0.0482143387183115	0.815751116496925	0.93161564432194	ENSMUSG00000025474.9	Tubgcp2	promoter-TSS	ENSMUSG00000025474.9	Promoter (<=1kb)	7	140036391	140040605	4215	1	ENSMUST00000168194	0	ENSMUSG00000025470	ENSMUSG00000025470
chrX	112600575	112600838	X_112600575_112600838	93.9534605667201	0.171970998929439	0.375097315616504	0.680606418753184	ENSMUSG00000025529.14	Zfp711	exon	ENSMUSG00000025529.14	Promoter (<=1kb)	20	112600526	112635062	34537	1	ENSMUST00000113409	50	ENSMUSG00000025529	ENSMUSG00000025529
chrX	52987991	52988263	X_52987991_52988263	65.3423151967554	0.132705764921135	0.525184017611201	0.783603900849711	ENSMUSG00000025630.8	Hprt	promoter-TSS	ENSMUSG00000025630.8	Promoter (<=1kb)	20	52988137	53021659	33523	1	ENSMUST00000026723	0	ENSMUSG00000025630	ENSMUSG00000025630
chr17	25808820	25809081	17_25808820_25809081	125.595797306826	0.13041516407282	0.47399802598264	0.748913151351418	ENSMUSG00000025738.7	Fbxl16	promoter-TSS	ENSMUSG00000025738.7	Promoter (<=1kb)	17	25809085	25821244	12160	1	ENSMUST00000045692	-4	ENSMUSG00000025738	ENSMUSG00000025738
chr1	45795222	45795630	1_45795222_45795630	143.264807934933	0.075142892266067	0.663263317041185	0.860044336592691	ENSMUSG00000025995.16	Wdr75	promoter-TSS	ENSMUSG00000025995.16	Promoter (<=1kb)	1	45795449	45823604	28156	1	ENSMUST00000154436	0	ENSMUSG00000025995	ENSMUSG00000025995
chr1	37997981	37998148	1_37997981_37998148	77.865825568503	0.16209774234694	0.435444799826829	0.72368634222589	ENSMUSG00000058407.12	Txndc9	promoter-TSS	ENSMUSG00000058407.12	Promoter (<=1kb)	1	37998010	38055579	57570	1	ENSMUST00000027252	0	ENSMUSG00000026083	ENSMUSG00000026083
chr1	87040696	87040913	1_87040696_87040913	52.6116120896659	-0.114466713838571	0.587694099074948	0.821119404580504	ENSMUSG00000053333.15	Dis3l2	intron	ENSMUSG00000053333.15	Intron (ENSMUST00000065694/ENSMUSG00000053333, intron 14 of 20)	1	87086690	87089928	3239	2	ENSMUST00000027455	49015	ENSMUSG00000026246	ENSMUSG00000026246
chr1	132858887	132859060	1_132858887_132859060	44.122087974131	0.0586347100688188	0.783015673882688	0.91749086161756			Intergenic	Intergenic	Distal Intergenic	1	132880273	132940005	59733	1	ENSMUST00000027706	-21213	ENSMUSG00000026443	ENSMUSG00000026443
chr1	134344691	134344856	1_134344691_134344856	48.5425824025543	0.213125766366008	0.314299498563272	0.632769922984212	ENSMUSG00000042305.12	Tmem183a	Intergenic	Intergenic	Downstream (1-2kb)	1	134296783	134332928	36146	2	ENSMUST00000168515	-11764	ENSMUSG00000026458	ENSMUSG00000026458
chr1	189688084	189688353	1_189688084_189688353	159.326475317737	0.158445920798519	0.342885483571296	0.655920674411905	ENSMUSG00000026605.14	Cenpf	promoter-TSS	ENSMUSG00000026605.14	Promoter (<=1kb)	1	189640599	189688086	47488	2	ENSMUST00000171929	0	ENSMUSG00000026605	ENSMUSG00000026605
chr1	169969166	169969455	1_169969166_169969455	244.947706621126	-0.149134356982391	0.329394052345014	0.644628687345045	ENSMUSG00000097503.2	RP23-280I2.1	promoter-TSS	ENSMUSG00000097503.2	Promoter (<=1kb)	1	169949535	169969241	19707	2	ENSMUST00000027989	0	ENSMUSG00000026675	ENSMUSG00000026675
chr1	161251098	161251372	1_161251098_161251372	58.092764096598	-0.136624964495729	0.515967334826304	0.777479621009733	ENSMUSG00000026701.15	Prdx6	promoter-TSS	ENSMUSG00000026701.15	Promoter (<=1kb)	1	161240112	161251219	11108	2	ENSMUST00000071718	0	ENSMUSG00000026701	ENSMUSG00000026701
chr1	161131418	161131583	1_161131418_161131583	34.8463442155222	0.0292924781155131	0.890070589121677	0.960259100918283	ENSMUSG00000026705.16	Klhl20	promoter-TSS	ENSMUSG00000026705.16	Promoter (<=1kb)	1	161088375	161131511	43137	2	ENSMUST00000111611	0	ENSMUSG00000026705	ENSMUSG00000026705
chr2	11664095	11664257	2_11664095_11664257	51.6587760989252	0.151051900716707	0.474475050999104	0.749225007561149	ENSMUSG00000026770.5	Il2ra	intron	ENSMUSG00000026770.5	Intron (ENSMUST00000028111/ENSMUSG00000026770, intron 1 of 7)	2	11642850	11648637	5788	1	ENSMUST00000150890	21246	ENSMUSG00000026770	ENSMUSG00000026770
chr2	11535434	11535735	2_11535434_11535735	149.807027927073	-0.0348709153888925	0.838894387109025	0.940448514833654	ENSMUSG00000102376.1	RP23-307N14.2	promoter-TSS	ENSMUSG00000102376.1	Distal Intergenic	2	11477967	11502101	24135	2	ENSMUST00000100411	-33334	ENSMUSG00000026773	ENSMUSG00000026773
chr2	28681820	28681943	2_28681820_28681943	18.7125620325109	0.156616018576797	0.404643564711517	0.700275365188513	ENSMUSG00000026812.16	Tsc1	intron	ENSMUSG00000026812.16	3' UTR	2	28672278	28673329	1052	1	ENSMUST00000139642	9543	ENSMUSG00000026812	ENSMUSG00000026812
chr2	62664114	62664313	2_62664114_62664313	65.8287909270851	0.0981989099220875	0.634066737091234	0.845135016043314	ENSMUSG00000026893.4	Gca	promoter-TSS	ENSMUSG00000026893.4	Promoter (<=1kb)	2	62664285	62694109	29825	1	ENSMUST00000028257	0	ENSMUSG00000026893	ENSMUSG00000026893
chr2	61711510	61711886	2_61711510_61711886	116.635878359268	0.0817349847316164	0.663374101454844	0.86005354982054	ENSMUSG00000026914.15	Psmd14	promoter-TSS	ENSMUSG00000026914.15	Promoter (<=1kb)	2	61711694	61800376	88683	1	ENSMUST00000028278	0	ENSMUSG00000026914	ENSMUSG00000026914
chr2	53191893	53192122	2_53191893_53192122	134.50715588754	0.0742408046171132	0.672304625358523	0.864777345908811	ENSMUSG00000026960.6	Arl6ip6	promoter-TSS	ENSMUSG00000026960.6	Promoter (<=1kb)	2	53192088	53219220	27133	1	ENSMUST00000028336	0	ENSMUSG00000026960	ENSMUSG00000026960
chr2	60209731	60209963	2_60209731_60209963	102.327948177718	0.24706842608298	0.193981690241316	0.514032959789028	ENSMUSG00000026987.16	Baz2b	promoter-TSS	ENSMUSG00000026987.16	Promoter (<=1kb)	2	60209887	60249211	39325	1	ENSMUST00000102748	0	ENSMUSG00000026977	ENSMUSG00000026977
chr2	68472025	68472184	2_68472025_68472184	62.7711833727264	-0.235745138129435	0.25468772503268	0.579039995354617	ENSMUSG00000027030.15	Stk39	promoter-TSS	ENSMUSG00000027030.15	Promoter (<=1kb)	2	68210445	68472268	261824	2	ENSMUST00000102715	84	ENSMUSG00000027030	ENSMUSG00000027030
chr2	83644294	83644582	2_83644294_83644582	153.094233036982	-0.0942014668279052	0.587293785871478	0.82104337706857	ENSMUSG00000027091.14	Zc3h15	promoter-TSS	ENSMUSG00000027091.14	Promoter (<=1kb)	2	83644435	83664622	20188	1	ENSMUST00000081591	0	ENSMUSG00000027091	ENSMUSG00000027091
chr2	121621761	121621907	2_121621761_121621907	15.7638494156001	-0.165765837820169	0.34003403091492	0.653493466163309	ENSMUSG00000027238.17	Frmd5	intron	ENSMUSG00000027238.17	Intron (ENSMUST00000110593/ENSMUSG00000027238, intron 1 of 14)	2	121545529	121586433	40905	2	ENSMUST00000133898	-35329	ENSMUSG00000027238	ENSMUSG00000027238
chr2	121171038	121171276	2_121171038_121171276	64.2077632005446	-0.231102329586305	0.268369073845839	0.594044638133705	ENSMUSG00000050619.14	Zscan29	promoter-TSS	ENSMUSG00000050619.14	Promoter (<=1kb)	2	121171168	121198770	27603	1	ENSMUST00000110658	0	ENSMUSG00000027263	ENSMUSG00000027263
chr2	119817164	119817296	2_119817164_119817296	27.2031649572349	-0.23467339854441	0.261526995319785	0.586814606936091	ENSMUSG00000027298.17	Tyro3	exon	ENSMUSG00000027298.17	3' UTR	2	119810846	119812391	1546	1	ENSMUST00000137135	6319	ENSMUSG00000027298	ENSMUSG00000027298
chr2	132781503	132781969	2_132781503_132781969	250.448229223191	0.0499626401304707	0.725978957145824	0.892007125877899	ENSMUSG00000027350.8	Chgb	exon	ENSMUSG00000027350.8	Promoter (<=1kb)	2	132781278	132795079	13802	1	ENSMUST00000028826	226	ENSMUSG00000027350	ENSMUSG00000027350
chr2	153049305	153049453	2_153049305_153049453	18.5602107028436	-0.23725590327955	0.205641595591886	0.527549806844985	ENSMUSG00000042631.7	Xkr7	intron	ENSMUSG00000042631.7	Intron (ENSMUST00000037235/ENSMUSG00000042631, intron 1 of 2)	2	153065955	153081735	15781	1	ENSMUST00000127898	-16502	ENSMUSG00000027474	ENSMUSG00000027474
chr2	173021864	173021999	2_173021864_173021999	43.5701168690959	0.0791155235480785	0.710574089877677	0.884344208876568	ENSMUSG00000027510.17	Rbm38	promoter-TSS	ENSMUSG00000027510.17	Promoter (<=1kb)	2	173021899	173033913	12015	1	ENSMUST00000173878	0	ENSMUSG00000027510	ENSMUSG00000027510
chr3	10439979	10440183	3_10439979_10440183	57.3353039351022	0.0833681590953896	0.691780151466809	0.874919795610532	ENSMUSG00000027534.16	Snx16	promoter-TSS	ENSMUSG00000027534.16	Promoter (<=1kb)	3	10417819	10440124	22306	2	ENSMUST00000029047	0	ENSMUSG00000027534	ENSMUSG00000027534
chr2	158028271	158028471	2_158028271_158028471	42.6500660309665	0.0117564656024045	0.956034258280981	0.985007392215803	ENSMUSG00000027651.16	Rprd1b	promoter-TSS	ENSMUSG00000027651.16	Promoter (<=1kb)	2	157981803	158028433	46631	2	ENSMUST00000029179	0	ENSMUSG00000027650	ENSMUSG00000027650
chr3	102995634	102995814	3_102995634_102995814	45.9835490137329	-0.164858919257476	0.438027690950431	0.725811885906533	ENSMUSG00000027854.12	Sike1	promoter-TSS	ENSMUSG00000027854.12	Promoter (<=1kb)	3	102995728	103003914	8187	1	ENSMUST00000029447	0	ENSMUSG00000027854	ENSMUSG00000027854
chr3	116712207	116712346	3_116712207_116712346	34.9970847778643	0.212805596400137	0.31738074736603	0.635161374027293	ENSMUSG00000027957.13	Slc35a3	promoter-TSS	ENSMUSG00000027957.13	Promoter (<=1kb)	3	116673153	116712231	39079	2	ENSMUST00000120120	0	ENSMUSG00000027957	ENSMUSG00000027957
chr3	131237885	131238014	3_131237885_131238014	39.1312967968051	-0.254183103116548	0.233592537727848	0.556683495510747	ENSMUSG00000027984.8	Hadh	intron	ENSMUSG00000027984.8	Intron (ENSMUST00000029610/ENSMUSG00000027984, intron 6 of 7)	3	131245101	131272024	26924	2	ENSMUST00000152427	34010	ENSMUSG00000027984	ENSMUSG00000027984
chr3	89378403	89378747	3_89378403_89378747	72.6262528387551	-0.0111930089815785	0.956189850054636	0.985086132160112	ENSMUSG00000028042.15	Zbtb7b	exon	ENSMUSG00000028042.15	Exon (ENSMUST00000107433/ENSMUSG00000028042, exon 1 of 3)	3	89377644	89387189	9546	2	ENSMUST00000107433	8442	ENSMUSG00000028042	ENSMUSG00000028042
chr3	122152472	122152650	3_122152472_122152650	49.4665718733508	-0.0442638940131635	0.834394851719021	0.938689571196994	ENSMUSG00000028125.14	Abca4	promoter-TSS	ENSMUSG00000105351.1	Intron (ENSMUST00000013995/ENSMUSG00000028125, intron 36 of 49)	3	122162317	122164319	2003	1	ENSMUST00000144949	-9667	ENSMUSG00000028125	ENSMUSG00000028125
chr3	146499480	146499948	3_146499480_146499948	183.919995345212	-0.213748868179682	0.20156339893219	0.523240605340012	ENSMUSG00000028188.13	Spata1	promoter-TSS	ENSMUSG00000068523.12	Promoter (<=1kb)	3	146457203	146499753	42551	2	ENSMUST00000029839	0	ENSMUSG00000028188	ENSMUSG00000028188
chr4	81429808	81429953	4_81429808_81429953	33.6749441247579	-0.0296527754429924	0.889487971303578	0.960259100918283	ENSMUSG00000028402.18	Mpdz	intron	ENSMUSG00000028402.18	Intron (ENSMUST00000107262/ENSMUSG00000028402, intron 1 of 46)	4	81278500	81442805	164306	2	ENSMUST00000107262	12852	ENSMUSG00000028402	ENSMUSG00000028402
chr4	143299410	143299644	4_143299410_143299644	79.3288451130052	-0.203384004444527	0.327163678954049	0.64275792108703	ENSMUSG00000028583.14	Pdpn	promoter-TSS	ENSMUSG00000028583.14	Promoter (<=1kb)	4	143267431	143299564	32134	2	ENSMUST00000030317	0	ENSMUSG00000028583	ENSMUSG00000028583
chr4	119105763	119105996	4_119105763_119105996	81.1027228303383	-0.185661348875077	0.374088916152779	0.680018392686876			Intergenic	Intergenic	Promoter (2-3kb)	4	119108711	119137330	28620	1	ENSMUST00000030398	-2715	ENSMUSG00000028645	ENSMUSG00000028645
